URL,Question,Option A,Option B,Option C,Option D,GT,Prompt
https://attack.mitre.org/techniques/T1078/004,Which of the following techniques is associated with an adversary using compromised Office 365 service accounts with Global Administrator privileges to collect email from user inboxes?,T1598.005 -  Cloud Service Discovery,T1114.001 -  Email Collection,T1106 -  Execute/Debug,T1599.001 -  Cloud Account,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques is associated with an adversary using compromised Office 365 service accounts with Global Administrator privileges to collect email from user inboxes? **Options:** A) T1598.005 -Cloud Service Discovery B) T1114.001 -Email Collection C) T1106 -Execute/Debug D) T1599.001 -Cloud Account **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1078/004,"Which of the following techniques is associated with an adversary using compromised credentials to access cloud assets within a target organization, allowing them to achieve their objectives?",T1598.002 -  Data Encrypted,T1598.003 -  Data Exfiltration,T1090.003 -  Credential Access,T1099 -  Data Destruction,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques is associated with an adversary using compromised credentials to access cloud assets within a target organization, allowing them to achieve their objectives? **Options:** A) T1598.002 -Data Encrypted B) T1598.003 -Data Exfiltration C) T1090.003 -Credential Access D) T1099 -Data Destruction **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1078/004,"Within the context of cloud security, which of the following is NOT a valid method to mitigate the risks associated with compromised cloud accounts?",Password Policies,User Training,Network Segmentation,Multi-factor Authentication,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of cloud security, which of the following is NOT a valid method to mitigate the risks associated with compromised cloud accounts? **Options:** A) Password Policies B) User Training C) Network Segmentation D) Multi-factor Authentication **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548,"Which technique ID and name from MITRE ATT&CK (Enterprise) describes the act of adversaries abusing normal functionality in macOS and Linux systems to gain elevated privileges, potentially logging input and output based on the LOG_INPUT and LOG_OUTPUT directives?",T1068.001 -  Sudo,T1069.002 - Privilege Escalation,T1548.003 -  Abuse Elevation Control Mechanism,T1110.001 -  Execute Command,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which technique ID and name from MITRE ATT&CK (Enterprise) describes the act of adversaries abusing normal functionality in macOS and Linux systems to gain elevated privileges, potentially logging input and output based on the LOG_INPUT and LOG_OUTPUT directives? **Options:** A) T1068.001 -Sudo B) T1069.002 - Privilege Escalation C) T1548.003 -Abuse Elevation Control Mechanism D) T1110.001 -Execute Command **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548,"Within the context of MITRE ATT&CK (Enterprise), which of the following mitigation strategies is directly associated with the technique ID T1548.003 - Abuse Elevation Control Mechanism?",Enhancing user account control settings,Implementing a robust intrusion detection system,Auditing file system changes for unauthorized modifications,Restricting file and directory permissions,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of MITRE ATT&CK (Enterprise), which of the following mitigation strategies is directly associated with the technique ID T1548.003 - Abuse Elevation Control Mechanism? **Options:** A) Enhancing user account control settings B) Implementing a robust intrusion detection system C) Auditing file system changes for unauthorized modifications D) Restricting file and directory permissions **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548,Which of the following techniques from MITRE ATT&CK (Enterprise) is NOT directly addressed as a mitigation strategy for T1548.003 -  Abuse Elevation Control Mechanism in the provided text?,T1068.001 -  Sudo,T1059.007 -  Exploit Public-Facing Application,T1548.002 -  Bypass User Account Control,T1087 -  Access Token Manipulation,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques from MITRE ATT&CK (Enterprise) is NOT directly addressed as a mitigation strategy for T1548.003 -Abuse Elevation Control Mechanism in the provided text? **Options:** A) T1068.001 -Sudo B) T1059.007 -Exploit Public-Facing Application C) T1548.002 -Bypass User Account Control D) T1087 -Access Token Manipulation **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548,"In the context of MITRE ATT&CK (Enterprise), which of the following data sources and components are NOT specifically mentioned for detecting T1548.003 - Abuse Elevation Control Mechanism?","Process Metadata, Process Creation","Windows Registry Key Modification, File Metadata","User Account Modification, Process OS API Execution","Command Execution, File Modification",C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of MITRE ATT&CK (Enterprise), which of the following data sources and components are NOT specifically mentioned for detecting T1548.003 - Abuse Elevation Control Mechanism? **Options:** A) Process Metadata, Process Creation B) Windows Registry Key Modification, File Metadata C) User Account Modification, Process OS API Execution D) Command Execution, File Modification **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548,"According to the provided text, what is the primary purpose of setting the timestamp_timeout to 0 within the sudoers file?",To prevent sudo commands from being logged,To disable user accounts with elevated privileges,To require a password for every sudo execution,To enforce a time limit for each sudo session,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the provided text, what is the primary purpose of setting the timestamp_timeout to 0 within the sudoers file? **Options:** A) To prevent sudo commands from being logged B) To disable user accounts with elevated privileges C) To require a password for every sudo execution D) To enforce a time limit for each sudo session **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/001,What MITRE ATT&CK technique ID and name does the Keydnap malware leverage to gain elevated privileges?,T1548.002 -  Abuse Elevation Control Mechanism,T1548.004 -  Abuse In-Memory Component,T1548.001 -  Abuse Authority,T1548.005 -  Abuse Authentication,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What MITRE ATT&CK technique ID and name does the Keydnap malware leverage to gain elevated privileges? **Options:** A) T1548.002 -Abuse Elevation Control Mechanism B) T1548.004 -Abuse In-Memory Component C) T1548.001 -Abuse Authority D) T1548.005 -Abuse Authentication **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/001,Which command can be used to find files with the setgid bit set?,find / -perm +2000 2>/dev/null,find / -perm +4000 2>/dev/null,chmod 2775,chmod g+s,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which command can be used to find files with the setgid bit set? **Options:** A) find / -perm +2000 2>/dev/null B) find / -perm +4000 2>/dev/null C) chmod 2775 D) chmod g+s **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/001,An adversary is targeting a system with a vulnerable binary that already has the setuid bit set. Which MITRE ATT&CK tactic does this scenario best align with?,Credential Access,Execution,Persistence,Discovery,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** An adversary is targeting a system with a vulnerable binary that already has the setuid bit set. Which MITRE ATT&CK tactic does this scenario best align with? **Options:** A) Credential Access B) Execution C) Persistence D) Discovery **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/001,What is the primary reason why applications may require the setuid or setgid bits to be set?,To prevent unauthorized access to sensitive data.,To ensure the application can access resources that the current user may not have privileges for.,To allow the application to run with elevated privileges without requiring administrator authentication.,To enable the application to perform system-wide modifications without requiring user interaction.,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the primary reason why applications may require the setuid or setgid bits to be set? **Options:** A) To prevent unauthorized access to sensitive data. B) To ensure the application can access resources that the current user may not have privileges for. C) To allow the application to run with elevated privileges without requiring administrator authentication. D) To enable the application to perform system-wide modifications without requiring user interaction. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/001,Which of the following data sources is LEAST effective in detecting the abuse of setuid or setgid bits for privilege escalation?,Command Execution Monitoring,File Modification Monitoring,Network Traffic Monitoring,File Metadata Monitoring,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following data sources is LEAST effective in detecting the abuse of setuid or setgid bits for privilege escalation? **Options:** A) Command Execution Monitoring B) File Modification Monitoring C) Network Traffic Monitoring D) File Metadata Monitoring **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/002,Which MITRE ATT&CK technique is used when an adversary modifies the Registry key `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\SystemREG_DWORD` to disable UAC?,T1547.001,T1548.002,T1546.004,T1543.005,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique is used when an adversary modifies the Registry key `HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\SystemREG_DWORD` to disable UAC? **Options:** A) T1547.001 B) T1548.002 C) T1546.004 D) T1543.005 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/002,Which of the following tools can be used to monitor process creation events in order to detect UAC bypass attempts?,Process Explorer,Sysmon,Wireshark,Procmon,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following tools can be used to monitor process creation events in order to detect UAC bypass attempts? **Options:** A) Process Explorer B) Sysmon C) Wireshark D) Procmon **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/002,What is the key difference between using `eventvwr.exe` and `sdclt.exe` to bypass UAC?,"`sdclt.exe` exploits a privilege escalation vulnerability in the Windows Control Panel, while `eventvwr.exe` exploits a flaw in the Event Viewer.","`sdclt.exe` relies on modifying the Registry key `HKEY_CURRENT_USER\Software\Classes\mscfile\shell\open\command`, while `eventvwr.exe` modifies `HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\App Paths\control.exe` and `HKEY_CURRENT_USER\Software\Classes\exefile\shell\runas\command\isolatedCommandRegistry`.","`eventvwr.exe` is a more stealthy method, while `sdclt.exe` is more reliable.","`sdclt.exe` can only be used on Windows 10, while `eventvwr.exe` works on older versions as well.",B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the key difference between using `eventvwr.exe` and `sdclt.exe` to bypass UAC? **Options:** A) `sdclt.exe` exploits a privilege escalation vulnerability in the Windows Control Panel, while `eventvwr.exe` exploits a flaw in the Event Viewer. B) `sdclt.exe` relies on modifying the Registry key `HKEY_CURRENT_USER\Software\Classes\mscfile\shell\open\command`, while `eventvwr.exe` modifies `HKEY_CURRENT_USER\Software\Microsoft\Windows\CurrentVersion\App Paths\control.exe` and `HKEY_CURRENT_USER\Software\Classes\exefile\shell\runas\command\isolatedCommandRegistry`. C) `eventvwr.exe` is a more stealthy method, while `sdclt.exe` is more reliable. D) `sdclt.exe` can only be used on Windows 10, while `eventvwr.exe` works on older versions as well. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/002,Which of the following is NOT a recommended mitigation strategy for UAC bypasses?,Regularly audit Windows systems for common UAC bypass vulnerabilities.,Update Windows to the latest version and patch level.,Implement the highest enforcement level for UAC whenever possible.,Disable UAC on all systems to improve performance.,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a recommended mitigation strategy for UAC bypasses? **Options:** A) Regularly audit Windows systems for common UAC bypass vulnerabilities. B) Update Windows to the latest version and patch level. C) Implement the highest enforcement level for UAC whenever possible. D) Disable UAC on all systems to improve performance. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/002,Which MITRE ATT&CK technique is used when an adversary manipulates the DLL search order to load a malicious DLL and elevate process privileges?,T1055,T1546,T1543,T1547,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique is used when an adversary manipulates the DLL search order to load a malicious DLL and elevate process privileges? **Options:** A) T1055 B) T1546 C) T1543 D) T1547 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/003,What is the primary method by which an adversary could abuse the sudo timestamp timeout mechanism to escalate privileges without needing a password?,By exploiting a vulnerability in the sudoers file to bypass password requirements.,"By modifying the sudoers file to disable tty_tickets, allowing privilege escalation across multiple terminal sessions.",By monitoring the timestamp of /var/db/sudo and executing sudo commands within the timestamp timeout range.,"By exploiting a vulnerability in the sudo command itself, allowing execution without requiring user authentication.",C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the primary method by which an adversary could abuse the sudo timestamp timeout mechanism to escalate privileges without needing a password? **Options:** A) By exploiting a vulnerability in the sudoers file to bypass password requirements. B) By modifying the sudoers file to disable tty_tickets, allowing privilege escalation across multiple terminal sessions. C) By monitoring the timestamp of /var/db/sudo and executing sudo commands within the timestamp timeout range. D) By exploiting a vulnerability in the sudo command itself, allowing execution without requiring user authentication. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/003,"In the context of MITRE ATT&CK, what is the technique ID for abusing sudo caching and/or the sudoers file to elevate privileges within the Enterprise platform?",T1068,T1078,T1135,T1546,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of MITRE ATT&CK, what is the technique ID for abusing sudo caching and/or the sudoers file to elevate privileges within the Enterprise platform? **Options:** A) T1068 B) T1078 C) T1135 D) T1546 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/003,"Within the MITRE ATT&CK framework, what is the full name of the technique for exploiting sudo caching and/or the sudoers file to escalate privileges?",Privilege Escalation,Sudo Privilege Escalation,User Privilege Escalation,Credential Access,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the MITRE ATT&CK framework, what is the full name of the technique for exploiting sudo caching and/or the sudoers file to escalate privileges? **Options:** A) Privilege Escalation B) Sudo Privilege Escalation C) User Privilege Escalation D) Credential Access **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/003,Which of the following MITRE ATT&CK tactics is most directly associated with abusing sudo caching and/or the sudoers file to elevate privileges?,Execution,Persistence,Privilege Escalation,Defense Evasion,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following MITRE ATT&CK tactics is most directly associated with abusing sudo caching and/or the sudoers file to elevate privileges? **Options:** A) Execution B) Persistence C) Privilege Escalation D) Defense Evasion **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/003,"Based on the provided information, which of the following data sources and components would be most effective in detecting an adversary abusing sudo caching to elevate privileges?",Process Creation: Process Metadata,File Modification: File Content,Command Execution: Command Arguments,Process Creation: Process Network Connection,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Based on the provided information, which of the following data sources and components would be most effective in detecting an adversary abusing sudo caching to elevate privileges? **Options:** A) Process Creation: Process Metadata B) File Modification: File Content C) Command Execution: Command Arguments D) Process Creation: Process Network Connection **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/004,Which MITRE ATT&CK technique ID and name is used by OSX/Shlayer malware to escalate privileges on macOS?,T1547,T1548.002,T1548.003,T1546.003,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique ID and name is used by OSX/Shlayer malware to escalate privileges on macOS? **Options:** A) T1547 B) T1548.002 C) T1548.003 D) T1546.003 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/004,Which MITRE ATT&CK technique can be used in conjunction with AuthorizationExecuteWithPrivileges to trick users into granting elevated privileges to malicious code?,T1087,T1548.003,T1546.003,T1086,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique can be used in conjunction with AuthorizationExecuteWithPrivileges to trick users into granting elevated privileges to malicious code? **Options:** A) T1087 B) T1548.003 C) T1546.003 D) T1086 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/004,"According to the provided document, which of the following is NOT a potential mitigation strategy against the abuse of AuthorizationExecuteWithPrivileges?",Disabling the AuthorizationExecuteWithPrivileges API,Implementing Execution Prevention System settings,Allowing unsigned applications to run,Enforcing strong password policies,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the provided document, which of the following is NOT a potential mitigation strategy against the abuse of AuthorizationExecuteWithPrivileges? **Options:** A) Disabling the AuthorizationExecuteWithPrivileges API B) Implementing Execution Prevention System settings C) Allowing unsigned applications to run D) Enforcing strong password policies **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/004,What is a potential indicator of compromise that can be used to detect the execution of AuthorizationExecuteWithPrivileges?,Monitoring for the execution of /usr/libexec/security_authtrampoline,Analyzing network traffic for suspicious connections,Monitoring user login attempts,Analyzing system logs for unusual file creation events,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is a potential indicator of compromise that can be used to detect the execution of AuthorizationExecuteWithPrivileges? **Options:** A) Monitoring for the execution of /usr/libexec/security_authtrampoline B) Analyzing network traffic for suspicious connections C) Monitoring user login attempts D) Analyzing system logs for unusual file creation events **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/004,What is the primary purpose of the AuthorizationExecuteWithPrivileges API?,To provide a way for applications to execute code with elevated privileges,To enforce access control policies on system resources,To manage user accounts and permissions,To protect against malicious software,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the primary purpose of the AuthorizationExecuteWithPrivileges API? **Options:** A) To provide a way for applications to execute code with elevated privileges B) To enforce access control policies on system resources C) To manage user accounts and permissions D) To protect against malicious software **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/005,"What is the MITRE ATT&CK ID and name for the technique described in the text, which involves exploiting permission misconfigurations to gain temporary elevated access to cloud resources?",T1078,T1135,T1098,T1505,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the MITRE ATT&CK ID and name for the technique described in the text, which involves exploiting permission misconfigurations to gain temporary elevated access to cloud resources? **Options:** A) T1078 B) T1135 C) T1098 D) T1505 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/005,"Within the context of the provided text, what is the key distinction between the technique described and Additional Cloud Roles (T1078)?","Additional Cloud Roles involve gaining permanent access to cloud resources, while the described technique focuses on temporary elevation.","Additional Cloud Roles primarily target service accounts, while the described technique targets user accounts.","Additional Cloud Roles involve bypassing authentication mechanisms, while the described technique exploits misconfigured permissions.","Additional Cloud Roles involve exploiting vulnerabilities in cloud infrastructure, while the described technique relies on social engineering.",A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of the provided text, what is the key distinction between the technique described and Additional Cloud Roles (T1078)? **Options:** A) Additional Cloud Roles involve gaining permanent access to cloud resources, while the described technique focuses on temporary elevation. B) Additional Cloud Roles primarily target service accounts, while the described technique targets user accounts. C) Additional Cloud Roles involve bypassing authentication mechanisms, while the described technique exploits misconfigured permissions. D) Additional Cloud Roles involve exploiting vulnerabilities in cloud infrastructure, while the described technique relies on social engineering. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/005,"Which of the following is NOT a potential mitigation strategy for the technique described in the provided text, as discussed in the text?",Limiting the privileges of cloud accounts to only those required.,Requiring manual approval for just-in-time access requests.,"Monitoring API calls to assume, create, or impersonate roles.",Implementing multi-factor authentication for all user accounts.,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a potential mitigation strategy for the technique described in the provided text, as discussed in the text? **Options:** A) Limiting the privileges of cloud accounts to only those required. B) Requiring manual approval for just-in-time access requests. C) Monitoring API calls to assume, create, or impersonate roles. D) Implementing multi-factor authentication for all user accounts. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/005,"According to the text, which of the following is a mechanism used by cloud providers to grant temporary access to cloud resources, potentially allowing adversaries to exploit misconfigured permissions?",Role-Based Access Control (RBAC),Just-in-time access,Password vaulting,Multi-factor authentication,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which of the following is a mechanism used by cloud providers to grant temporary access to cloud resources, potentially allowing adversaries to exploit misconfigured permissions? **Options:** A) Role-Based Access Control (RBAC) B) Just-in-time access C) Password vaulting D) Multi-factor authentication **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/005,"The text mentions that in GCP, users with the ""iam.serviceAccountTokenCreator"" role can create temporary access tokens. What is the primary purpose of these tokens?",To bypass multi-factor authentication requirements.,"To impersonate other accounts, temporarily gaining their privileges.",To access sensitive data stored within the cloud environment.,To grant access to cloud resources without requiring explicit role assignments.,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** The text mentions that in GCP, users with the ""iam.serviceAccountTokenCreator"" role can create temporary access tokens. What is the primary purpose of these tokens? **Options:** A) To bypass multi-factor authentication requirements. B) To impersonate other accounts, temporarily gaining their privileges. C) To access sensitive data stored within the cloud environment. D) To grant access to cloud resources without requiring explicit role assignments. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/006,What technique can an adversary use to circumvent the TCC database and execute malicious code with elevated permissions on a macOS system without SIP enabled?,"Using a privileged system application, such as Finder, to execute malicious AppleScript code.",Manipulating the operating system to load an adversary-controlled TCC database using environment variables and Launchctl.,Injecting code into a targeted application with the desired TCC permissions.,All of the above.,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What technique can an adversary use to circumvent the TCC database and execute malicious code with elevated permissions on a macOS system without SIP enabled? **Options:** A) Using a privileged system application, such as Finder, to execute malicious AppleScript code. B) Manipulating the operating system to load an adversary-controlled TCC database using environment variables and Launchctl. C) Injecting code into a targeted application with the desired TCC permissions. D) All of the above. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/006,Which MITRE ATT&CK technique describes an adversary's action of modifying the TCC database to grant their application permissions?,T1135,T1199,T1059.005,T1547,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique describes an adversary's action of modifying the TCC database to grant their application permissions? **Options:** A) T1135 B) T1199 C) T1059.005 D) T1547 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1548/006,"Within the context of MITRE ATT&CK Enterprise, what data component can be used to detect an adversary's attempt to modify the TCC database?",Process,File,Network,Registry,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of MITRE ATT&CK Enterprise, what data component can be used to detect an adversary's attempt to modify the TCC database? **Options:** A) Process B) File C) Network D) Registry **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
